2000,2000,2000,2000,2004,2000,2000,2000,2000,801,802,2011,2012,2012,2013,2012,2013,2012,2013,2012,2013,2012,2013,2012,2013,2012,2013,2012,2013,2012,2013,2012,2013,2012,2013,2012,2013,2012,2013,2012,2013,2012,2013,2012,2013,2012,2013,2012,2013,2012,2013,2012,2013,2012,2013,2012,2013,2057,2058,860,860,860,860,864,860,860,860,860,860,860,860,860,860,874,875,700,700,700,1514,2079,2080,1515,700,2083,2084,2085,2086,700,700,700,700,700,700,1894,1894,1894,1894,700,700,1894,1894,1894,700,700,700,2105,2106,700,1894,1894,1894,700,702,700,886,886,700,702,719,720,720,720,722,722,722,722,722,722,722,720,720,720,720,720,735,1336,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,941,942,737,2199
2200,2200,2200,2200,2005,2200,2200,2200,2200,2012,2013,2211,2212,2212,2213,2212,2213,2212,2213,2212,2213,2212,2213,2212,2213,2212,2213,2212,2213,2212,2213,2212,2213,2212,2213,2212,2213,2212,2213,2212,2213,2212,2213,2212,2213,2212,2213,2212,2213,2212,2213,2212,2213,2212,2213,2212,2213,2012,2013,1060,1060,1060,1060,864,1060,1060,1060,1060,1060,1060,1060,1060,1060,1074,1075,700,700,700,2278,2279,2280,2281,700,2283,2284,2285,2286,700,1894,700,700,700,700,1894,1894,1894,1894,1894,1894,2299,2300,1894,1894,1894,1894,2300,1894,1894,2301,1894,1894,700,702,702,702,702,702,702,719,720,720,720,720,720,720,720,720,720,1128,720,720,720,720,720,735,1336,737,737,737,737,737,737,737,2343,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,2365,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,2366,737,737,737,737,737,737,737,737,737,737,737,737,737,941,1141,1142,942,2399
2400,2400,2400,2400,2005,2400,2400,2400,2400,2212,2213,2411,2412,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2212,2213,1260,1260,1260,1260,864,1260,1260,1260,1260,1260,1260,864,1260,1260,874,875,700,700,700,700,700,700,700,1493,2483,2484,2485,2486,1894,1894,1894,2301,1894,1894,1894,2301,1894,1894,2301,1894,1894,1894,2301,2301,1894,1894,2300,1894,2301,1894,1894,1894,700,702,702,700,1514,1515,700,719,720,720,720,720,720,2524,720,720,720,720,720,720,720,720,720,735,1336,736,737,737,737,737,737,737,737,737,737,737,2547,2548,2549,737,737,737,737,737,2344,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,2344,737,737,737,737,737,737,737,737,737,737,737,740,741,742,743,2000
2000,2000,2000,2000,2005,2000,2000,2000,2000,2609,2610,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2412,2413,2610,2611,860,860,860,860,864,860,860,860,864,860,860,864,860,860,1074,1075,700,700,700,700,700,700,700,1693,2683,2684,2685,2686,1894,1894,1894,2301,2301,2301,2301,1894,1894,1894,700,700,700,700,700,1894,1894,2301,1894,700,2301,700,700,702,702,702,700,700,1714,1715,700,719,720,720,720,720,720,2525,2525,720,720,722,720,720,720,720,720,735,1336,737,737,737,737,2740,2741,2742,737,737,737,737,2747,2748,2749,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,2344,737,737,737,737,737,737,941,942,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,941,942,737,2200
2200,2200,2200,2200,2005,2200,2200,2200,2200,2212,2213,2412,2413,2412,2814,2815,2816,2817,2818,2819,2820,2821,2815,2816,2817,2818,2826,2827,2828,2829,2815,2816,2817,2818,2819,2835,2821,2822,2815,2816,2817,2818,2827,2828,2829,2830,2846,2847,2848,2412,2413,2412,2413,2412,2413,2412,2413,2212,2213,1060,1060,1060,1060,864,1060,1060,1060,864,1060,1060,864,1060,1060,874,875,700,700,1486,1487,1488,700,700,1912,1908,1909,1910,1911,1894,700,1894,1894,702,700,1894,2301,1894,700,700,700,700,700,700,700,700,700,700,702,702,702,702,702,700,700,886,700,700,700,700,719,720,720,720,2525,720,2525,720,720,1128,720,722,720,720,720,720,735,1336,737,737,737,737,2940,2941,2942,737,737,737,737,2947,2948,2949,2950,737,737,737,737,2344,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,740,743,737,737,737,737,737,737,737,737,737,737,737,737,737,737,2366,737,737,737,737,737,737,941,1141,1142,942,2400
2400,2400,2400,2400,2005,2400,2400,2400,2400,2610,2611,2058,2058,2058,3014,3015,3016,3017,3018,3019,3020,3021,3022,3023,3024,3018,3026,3027,3028,3029,3023,3024,3025,3018,3019,3021,3021,3022,3023,3024,3025,3018,3027,3028,3028,3030,3046,3047,3048,3049,2058,2058,2058,2058,2058,2058,2058,2610,2611,1260,1260,1260,1260,864,1260,1260,1260,864,1260,1260,1260,1260,1260,1074,1075,700,700,896,897,898,700,700,700,3083,3084,3085,3085,3085,3085,702,3085,702,3085,3093,1894,1894,3096,700,700,700,700,3101,3102,3103,700,702,702,702,702,700,700,1514,1515,700,702,700,700,700,719,720,720,720,720,720,720,720,720,1128,720,722,720,720,720,720,735,1336,3136,3137,737,737,3140,3141,3142,737,737,737,941,942,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,3166,737,737,737,737,737,737,737,737,737,737,737,3167,737,737,737,737,737,737,737,737,737,737,737,3167,737,737,737,737,740,741,742,743,2000
2000,2000,2000,2000,2005,2000,2000,2000,2000,2212,2213,2058,2058,2058,3214,3215,3216,3217,3218,3219,3220,3221,3222,3223,3224,3225,3226,3227,3228,3229,3230,3231,3232,3218,3219,3220,3221,3222,3223,3224,3225,3226,3227,3228,3229,3230,3246,3247,3248,3249,2058,2058,2058,2058,2058,2058,2058,2212,2213,860,860,860,860,864,860,860,860,860,860,860,860,860,860,874,875,700,700,1096,1097,1098,700,700,700,700,700,700,700,1486,1487,1488,700,702,700,2301,2301,1894,3296,700,700,700,1493,3301,3302,3303,700,702,702,3307,3308,3309,3310,1714,1715,700,700,702,700,700,719,720,720,720,720,720,2525,720,720,720,722,722,720,720,720,720,735,3137,737,737,737,737,737,737,737,737,737,737,740,743,737,737,737,737,737,737,737,737,2344,737,737,3359,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,941,942,737,2200
2200,2200,2200,2200,2005,2200,2200,2200,2200,2610,2611,2058,2058,2058,2058,2058,2058,3417,2058,2058,2058,3418,2058,2058,2058,3418,2058,2058,2058,3418,2058,2058,2058,3418,2058,2058,2058,3418,2058,2058,2058,3441,2058,2058,2058,3418,2058,2058,2058,3418,3450,3451,2058,2058,2058,2058,2058,2610,2611,1060,1060,1060,1060,864,1060,1060,1060,1060,1060,1060,1060,1060,1060,1074,1075,700,700,700,711,711,700,711,886,700,886,700,700,896,897,898,702,700,700,1894,1894,1894,700,700,700,700,1693,3501,3502,3503,700,700,700,3507,3508,3509,3510,700,700,700,700,702,700,700,719,720,720,720,720,720,720,720,720,722,722,720,720,720,720,720,735,737,737,737,737,3137,737,737,737,737,737,2344,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,2344,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,941,1141,1142,942,2400
2005,2400,2400,2400,2005,2400,2400,2400,2400,2212,2213,2058,3612,3613,3614,2058,2058,2058,3618,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3650,3651,2058,2058,2058,2058,2058,2212,2213,1260,1260,1260,1260,864,1260,1260,1260,1260,1260,1260,1260,1260,1260,874,875,700,700,711,711,711,711,700,700,700,1514,1515,700,3687,1097,1098,711,700,700,2301,1894,1894,700,700,700,700,700,3701,3702,3703,1912,700,700,3707,3708,3709,3710,1912,700,700,702,711,711,700,719,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,735,1336,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,3167,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,740,741,742,743,2000
2005,2000,2000,2000,2005,2000,2000,2000,2000,2610,2611,2058,3812,1495,3814,2058,2058,3619,3619,3819,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3619,3850,3851,2058,2058,3854,3855,3855,2610,2611,860,860,860,860,864,860,860,860,860,860,860,860,860,860,1074,1075,700,700,700,700,3879,1109,1110,1111,3883,1714,1715,700,702,700,700,711,700,700,700,1894,1894,700,700,700,700,700,700,702,3903,1487,1488,700,700,700,700,700,700,700,702,702,702,700,711,719,720,720,722,720,720,2525,720,720,720,2525,720,720,720,720,720,735,1336,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,941,942,737,737,737,737,737,737,737,737,737,3167,737,737,737,3982,3983,737,737,737,737,3983,2548,2549,2550,737,737,737,737,941,942,737,2200
2005,2200,2200,2200,2005,2200,2200,2200,2200,2212,2213,2058,4012,4013,4014,2058,2058,3619,3619,4019,4020,4021,4020,4021,4022,4022,4020,4021,4022,4020,4021,4022,4020,4021,4022,4020,4021,4022,4020,4021,4022,4020,4021,4022,4020,4021,4022,4047,3619,3619,2058,4051,4052,4053,4054,4055,4055,2212,2213,1060,1060,1060,1060,864,1060,1060,1060,1060,1060,1060,1060,1060,1060,874,875,700,700,700,700,1308,1309,1310,1311,700,700,700,700,702,886,700,702,700,4092,1894,1894,4095,4096,4097,700,700,702,702,700,896,897,898,700,700,700,702,702,702,702,702,700,702,702,711,719,720,720,722,720,720,1128,720,720,720,720,722,720,720,720,720,735,1336,736,1336,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,740,743,737,737,3983,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,2748,2749,2750,737,737,737,941,1141,1142,942,2400
2400,2400,2400,2400,2005,2400,2400,2400,2400,2610,2611,2058,2058,2058,2058,2058,2058,3619,3619,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,3619,3619,3619,4251,4252,4253,3855,3855,3855,2610,2611,1260,1260,1260,1260,864,1260,1260,1260,1260,1260,1260,1260,1260,1260,1074,1075,700,700,700,1493,4279,1509,1510,1511,700,700,700,886,702,700,700,702,700,4292,1894,1894,4252,4296,4254,702,702,702,700,700,3688,1097,1098,711,702,702,702,702,4311,891,892,700,700,711,702,719,720,720,720,720,720,720,720,2525,720,720,720,720,720,720,720,735,1336,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,941,942,737,737,737,737,737,737,737,737,737,2344,737,737,737,737,737,737,737,737,737,737,737,4376,737,3983,737,737,737,737,737,737,737,737,737,2951,2948,2949,4391,942,737,737,740,741,742,743,2000
2000,2000,2000,2000,2005,2000,2000,2000,2000,2212,2213,2058,2058,2058,2058,2058,3619,3619,3619,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,3619,3619,4451,4452,4453,4055,4055,4055,2212,2213,860,860,860,860,864,860,860,860,860,860,864,860,860,860,874,875,700,700,700,1693,4479,1709,1710,1711,4483,4484,700,700,700,702,702,702,1894,1894,1894,1894,4495,4496,4497,702,3904,1487,1488,700,702,700,700,711,702,702,702,702,1090,1091,1092,1093,700,700,702,719,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,735,1336,737,737,3983,737,737,737,737,737,737,737,737,2344,737,737,737,737,737,740,743,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,740,743,737,737,737,941,942,737,2200
2200,2200,2200,2200,2005,2200,2200,2200,2200,2610,2611,2058,2058,2058,2058,2058,3619,3619,3619,4619,2058,2058,2058,2058,2058,2058,2058,2058,4628,4629,4630,4631,2058,2058,4630,4635,4632,2058,4629,4630,4640,4632,4642,4643,2058,2058,2058,2058,2058,3619,3619,2058,2058,2058,2058,2058,2058,2610,2611,1060,1060,1060,1060,864,1060,1060,1060,1060,1060,1060,1060,1060,1060,1074,1075,700,700,700,1912,1908,1909,1910,1911,4683,4684,1894,1894,700,700,700,702,1894,1894,1894,1894,702,700,700,702,896,897,898,702,700,700,711,711,702,702,700,700,1290,1291,1292,1293,700,702,702,719,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,735,1336,737,737,737,737,737,737,737,737,737,737,737,737,737,737,941,942,737,737,737,737,737,737,737,737,737,737,737,737,737,737,3983,737,737,737,737,737,737,737,737,737,737,737,2366,737,737,737,737,737,737,737,737,737,737,737,737,3167,737,737,737,941,1141,1142,942,2400
2400,2400,2400,2400,2005,2400,2400,2400,2400,2212,2213,2058,2058,2058,2058,2058,3619,3619,3619,4819,2058,4821,4822,4823,4824,2058,2058,2058,4828,4829,4830,4831,4832,4833,4830,4831,4832,4837,4829,4830,4840,4832,4842,4843,2058,2058,2058,2058,2058,3619,3619,2058,2058,4822,4823,4824,4825,2212,2213,1060,1060,1060,1060,864,1060,1060,1060,1060,1060,1060,1060,1060,1060,874,875,700,886,700,700,700,700,1894,2301,1894,2301,1894,2301,1894,1894,1894,1894,1894,2301,1894,700,700,700,702,702,1096,1097,1098,702,711,711,711,700,700,700,880,881,882,883,700,700,702,702,702,719,720,720,720,722,720,720,720,720,720,720,720,720,720,722,720,735,1336,737,737,737,737,737,737,4942,4943,4944,737,737,737,737,737,740,743,737,737,3983,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,3167,737,737,737,737,737,737,737,737,737,3167,740,741,742,743,2000
2005,2000,2000,2000,2005,2000,2000,2000,2000,2610,2611,2058,2058,2058,2058,2058,3619,3619,3619,2058,2058,5021,2285,2286,5024,2058,5026,4838,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,5043,5044,2058,2058,2058,2058,3619,3619,2058,2058,5022,2285,2286,5025,2610,2611,1260,1260,1260,1260,864,864,5065,1260,1260,1260,1260,1260,1260,1260,1074,1075,700,700,700,886,700,700,1894,1894,1894,2301,1894,2301,1894,1894,1894,1894,1894,1894,1894,700,700,700,702,5098,702,702,702,702,700,700,700,1514,1515,700,1080,1081,1082,1083,702,702,702,702,700,719,720,720,720,720,720,720,720,720,720,2525,720,720,720,720,720,735,1336,737,737,3983,737,737,737,737,737,3167,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,3167,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,2344,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,941,942,737,2200
2005,2200,2200,2200,2005,2200,2200,2200,2200,2212,2213,2058,2058,5213,5214,5215,5216,3619,3619,4620,2058,5221,2485,2486,5224,2058,5226,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,5244,2058,2058,2058,2058,3619,3619,2058,2058,5222,2485,2486,5225,2212,2213,860,860,860,860,864,864,860,860,860,860,860,860,860,860,874,875,700,700,700,886,700,886,700,700,700,1486,1487,1488,1894,1894,700,700,1894,1894,1894,700,700,700,5297,5298,700,702,702,5302,702,700,5305,1714,1715,700,1280,1281,1282,1283,702,702,711,700,700,719,720,720,720,720,2525,720,720,720,722,1128,720,720,720,720,720,735,1336,737,737,3983,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,2548,2549,2550,737,3167,737,737,737,3983,737,737,737,737,737,737,737,737,737,737,737,941,942,737,737,737,737,941,1141,1142,942,2400
2005,2400,2400,2400,2005,2400,2400,2400,2400,2610,2611,2058,2058,5413,1309,1310,5416,3619,3619,4820,2058,5421,2685,2686,5424,2058,5426,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,4833,5444,2058,2058,2058,2058,3619,3619,2058,2058,5422,2685,2686,5425,2610,2611,1060,1060,1060,1060,864,1060,1060,1060,1060,1060,1060,1060,1060,1060,1074,1075,700,700,700,700,700,700,700,700,700,896,897,898,700,700,5489,5490,1894,1894,2301,1486,1487,1488,5227,5498,702,5500,702,702,700,5504,5245,700,700,700,1480,1481,1482,1483,700,702,702,702,700,719,720,720,720,720,720,2525,720,720,720,720,720,720,720,720,722,735,1336,1336,3983,737,3983,737,737,737,737,737,737,737,737,737,737,737,737,737,3167,737,737,3983,737,737,737,737,737,737,737,737,737,737,737,737,2748,2749,2750,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,740,743,737,737,737,737,740,741,742,743,2000
2000,2000,2000,2000,2005,2000,2000,2000,2000,2212,2213,2058,2058,5613,1509,1510,5616,3619,3619,2058,2058,5621,5622,5623,5624,2058,5626,4838,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,5644,2058,2058,2058,2058,3619,3619,2058,2058,5653,5654,1910,5656,2212,2213,1260,1260,1260,1260,864,1260,1260,1260,864,1260,1260,1260,1260,1260,874,875,1514,1515,1515,700,700,700,1294,1295,1296,1096,5685,5686,5687,5688,5689,5690,2300,2301,1894,896,897,898,5697,702,700,5700,702,702,700,5704,5705,700,700,702,702,702,702,702,702,702,702,702,702,719,720,720,720,720,722,722,720,2525,720,720,720,720,720,720,720,735,1336,1336,3983,737,737,737,737,737,737,737,737,737,737,737,2344,737,737,737,3360,737,737,737,737,737,737,2344,737,737,737,737,737,737,737,2951,2948,2949,2950,737,3983,737,737,737,3983,3983,737,737,737,737,737,737,3983,737,737,737,737,737,737,737,737,737,737,941,942,737,2200
